alpha,batch_size,cuda_id,data_dir,data_name,emb_size,lr,model,multi_relation,no_cuda,num_epochs,optimizer,rho,save_dir,seed,test_ratio,thres,train_ratio,valid_epochs,weight_decay,Configuration,F1-Macro,F1-1,F1-0,AUC,G-Mean
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1351,0.6148148148148148,0.2777777777777778,0.9518518518518518,0.7321059431524548,0.40745634347083776
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1363,0.6148148148148148,0.2777777777777778,0.9518518518518518,0.7321059431524548,0.40745634347083776
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1375,0.6148148148148148,0.2777777777777778,0.9518518518518518,0.7321059431524548,0.40745634347083776
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1387,0.6148148148148148,0.2777777777777778,0.9518518518518518,0.7321059431524548,0.40745634347083776
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1354,0.4725274725274725,0,0.945054945,0.7321059431524548,0
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1366,0.4725274725274725,0,0.945054945,0.7321059431524548,0
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1378,0.4725274725274725,0,0.945054945,0.7321059431524548,0
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1390,0.4725274725274725,0,0.945054945,0.7321059431524548,0
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1348,0.45696539485359355,0.2608695652173913,0.6530612244897959,0.7321059431524548,0.6299993847665262
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1360,0.45696539485359355,0.2608695652173913,0.6530612244897959,0.7321059431524548,0.6299993847665262
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1372,0.45696539485359355,0.2608695652173913,0.6530612244897959,0.7321059431524548,0.6299993847665262
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1384,0.45696539485359355,0.2608695652173913,0.6530612244897959,0.7321059431524548,0.6299993847665262
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1345,0.19782962561041778,0.20618556701030927,0.18947368421052632,0.7321059431524548,0.3234983196103153
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1357,0.19782962561041778,0.20618556701030927,0.18947368421052632,0.7321059431524548,0.3234983196103153
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1369,0.19782962561041778,0.20618556701030927,0.18947368421052632,0.7321059431524548,0.3234983196103153
2,128,2,./data/,comp,64,0.005,SAGE,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1381,0.19782962561041778,0.20618556701030927,0.18947368421052632,0.7321059431524548,0.3234983196103153
2,256,2,./data/,comp,32,0.005,SAGE,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1542,0.5838783269961978,0.24,0.9277566539923955,0.7254521963824289,0.43491066533450917
2,256,2,./data/,comp,32,0.005,SAGE,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1554,0.5838783269961978,0.24,0.9277566539923955,0.7254521963824289,0.43491066533450917
2,256,2,./data/,comp,32,0.005,SAGE,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1566,0.5838783269961978,0.24,0.9277566539923955,0.7254521963824289,0.43491066533450917
2,256,2,./data/,comp,32,0.005,SAGE,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1578,0.5838783269961978,0.24,0.9277566539923955,0.7254521963824289,0.43491066533450917
2,256,2,./data/,comp,32,0.005,SAGE,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1545,0.5056525599289731,0.064516129,0.9467889908256881,0.7254521963824289,0.18257418583505536
2,256,2,./data/,comp,32,0.005,SAGE,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1557,0.5056525599289731,0.064516129,0.9467889908256881,0.7254521963824289,0.18257418583505536
2,256,2,./data/,comp,32,0.005,SAGE,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1569,0.5056525599289731,0.064516129,0.9467889908256881,0.7254521963824289,0.18257418583505536
