alpha,batch_size,cuda_id,data_dir,data_name,emb_size,lr,model,multi_relation,no_cuda,num_epochs,optimizer,rho,save_dir,seed,test_ratio,thres,train_ratio,valid_epochs,weight_decay,Configuration,F1-Macro,F1-1,F1-0,AUC,G-Mean
2,128,2,./data/,comp,128,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1391,0.47155963302752296,0,0.9431192660550459,0.619767442,0
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1155,0.2634449656376132,0.20973782771535582,0.31715210355987056,0.6175710594315245,0.4210237308182814
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1167,0.2634449656376132,0.20973782771535582,0.31715210355987056,0.6175710594315245,0.4210237308182814
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1179,0.2634449656376132,0.20973782771535582,0.31715210355987056,0.6175710594315245,0.4210237308182814
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.4,0.8,5,0.0001,1191,0.2634449656376132,0.20973782771535582,0.31715210355987056,0.6175710594315245,0.4210237308182814
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1158,0.5454545454545454,0.16666666666666666,0.9242424242424242,0.6175710594315245,0.3551030712546292
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1170,0.5454545454545454,0.16666666666666666,0.9242424242424242,0.6175710594315245,0.3551030712546292
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1182,0.5454545454545454,0.16666666666666666,0.9242424242424242,0.6175710594315245,0.3551030712546292
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.6,0.8,5,0.0001,1194,0.5454545454545454,0.16666666666666666,0.9242424242424242,0.6175710594315245,0.3551030712546292
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1161,0.5056525599289731,0.064516129,0.9467889908256881,0.6175710594315245,0.18257418583505536
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1173,0.5056525599289731,0.064516129,0.9467889908256881,0.6175710594315245,0.18257418583505536
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1185,0.5056525599289731,0.064516129,0.9467889908256881,0.6175710594315245,0.18257418583505536
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.8,0.8,5,0.0001,1197,0.5056525599289731,0.064516129,0.9467889908256881,0.6175710594315245,0.18257418583505536
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.2,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1152,0.11188811188811189,0.1858974358974359,0.037878788,0.6175710594315245,0.13687165568224477
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.4,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1164,0.11188811188811189,0.1858974358974359,0.037878788,0.6175710594315245,0.13687165568224477
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.6,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1176,0.11188811188811189,0.1858974358974359,0.037878788,0.6175710594315245,0.13687165568224477
2,64,2,./data/,comp,32,0.005,GCN,GNN,TRUE,500,adam,0.8,./pytorch_models/,72,0.27,0.2,0.8,5,0.0001,1188,0.11188811188811189,0.1858974358974359,0.037878788,0.6175710594315245,0.13687165568224477
