alpha,batch_size,cuda_id,data_dir,data_name,emb_size,lr,model,multi_relation,no_cuda,num_epochs,optimizer,rho,save_dir,seed,test_ratio,thres,train_ratio,valid_epochs,weight_decay,Configuration,F1-Macro,F1-1,F1-0,AUC,G-Mean
2,1024,2,./data/,yelp,128,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.4,0.4,5,0.0001,27,0.5069229406966217,0.3564695801199657,0.6573763012732777,0.7674641980389029,0.6541017706294621
2,1024,2,./data/,yelp,64,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.5,0.4,5,0.0001,28,0.5823655228355036,0.39436897026973816,0.7703620754012691,0.7645370048767872,0.6983561468691789
2,1024,2,./data/,yelp,128,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.5,0.4,5,0.0001,29,0.6221288559679352,0.41721854304635764,0.8270391688895129,0.7674641980389029,0.7002876685078191
2,1024,2,./data/,yelp,64,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.2,0.4,5,0.0001,30,0.13031214647900266,0.254311161644874,0.006313131313131313,0.7753223309098838,0.05627220552483715
2,1024,2,./data/,yelp,128,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.2,0.4,5,0.0001,31,0.12685509027318273,0.25371018054636546,0.0,0.7729347509082036,0.0
2,1024,2,./data/,yelp,64,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.4,0.4,5,0.0001,32,0.5318370138966761,0.3701314810220789,0.6935425467712734,0.7753223309098838,0.674646327683835
2,1024,2,./data/,yelp,128,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.4,0.4,5,0.0001,33,0.3872969495788738,0.3113143422109621,0.46327955694678546,0.7729347509082036,0.5346927570472523
2,1024,2,./data/,yelp,64,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.5,0.4,5,0.0001,34,0.6410031138783623,0.43185060303462586,0.8501556247220987,0.7753223309098838,0.6987557914777758
2,1024,2,./data/,yelp,128,0.05,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.5,0.4,5,0.0001,35,0.5603593394777246,0.38501710786962,0.7357015710858292,0.7729347509082036,0.6925010474967113
2,1024,2,./data/,yelp,64,0.01,SAGE,GNN,True,50,adam,0.8,./pytorch_models/,72,0.67,0.2,0.4,5,0.01,36,0.12685509027318273,0.25371018054636546,0.0,0.7420759875565003,0.0
