alpha,batch_size,cuda_id,data_dir,data_name,emb_size,lr,model,multi_relation,no_cuda,num_epochs,optimizer,rho,save_dir,seed,test_ratio,thres,train_ratio,valid_epochs,weight_decay,Configuration,F1-Macro,F1-1,F1-0,AUC,G-Mean
2,64,2,./data/,AlibabaLoan,32,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,66,0.16,0.32,0.0,0.654184822076979,0.0
2,64,2,./data/,AlibabaLoan,64,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,67,0.15812917594654788,0.31625835189309576,0.0,0.6530954974582425,0.0
2,64,2,./data/,AlibabaLoan,32,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,68,0.16,0.32,0.0,0.6466503267973857,0.0
2,64,2,./data/,AlibabaLoan,64,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,69,0.15812917594654788,0.31625835189309576,0.0,0.650599128540305,0.0
2,64,2,./data/,AlibabaLoan,32,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,70,0.16,0.32,0.0,0.6488289760348583,0.0
2,64,2,./data/,AlibabaLoan,64,0.005,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0001,71,0.15812917594654788,0.31625835189309576,0.0,0.650599128540305,0.0
2,64,2,./data/,AlibabaLoan,32,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,72,0.16,0.32,0.0,0.6573620188816267,0.0
2,64,2,./data/,AlibabaLoan,64,0.001,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,73,0.16340228554896571,0.31390134529147984,0.012903225806451613,0.6545479302832244,0.07971445044215993
2,64,2,./data/,AlibabaLoan,32,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,74,0.16,0.32,0.0,0.6534586056644881,0.0
2,64,2,./data/,AlibabaLoan,64,0.002,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,75,0.15812917594654788,0.31625835189309576,0.0,0.6534586056644881,0.0
2,64,2,./data/,AlibabaLoan,32,0.003,SAGE,GNN,True,100,adam,0.4,./pytorch_models/,42,0.27,0.4,0.8,10,0.0002,76,0.16,0.32,0.0,0.6483750907770516,0.0
